date,vix,vix3m,vx1,vx2,vx3,vrp_vix_vx1,term_vix3m_vix,slope_vx2_vx1
2021-01-15,24.34,27.26,23.78,25.98,26.63,0.5599999999999987,2.9200000000000017,2.1999999999999993
2021-01-18,24.34,,,,,,,
2021-01-19,23.24,26.69,23.23,25.23,26.38,0.00999999999999801,3.450000000000003,2.0
2021-01-20,21.58,25.72,24.78,26.28,26.68,-3.200000000000003,4.140000000000001,1.5
2021-01-21,21.32,25.7,24.53,26.23,26.83,-3.210000000000001,4.379999999999999,1.6999999999999993
2021-01-22,21.91,25.99,24.88,26.53,26.98,-2.969999999999999,4.079999999999998,1.6500000000000021
2021-01-25,23.19,26.88,25.95,27.4,27.71,-2.759999999999998,3.6899999999999977,1.4499999999999993
2021-01-26,23.02,26.89,25.41,27.23,27.73,-2.3900000000000006,3.870000000000001,1.8200000000000003
2021-01-27,37.21,35.73,31.53,31.23,30.6,5.68,-1.480000000000004,-0.3000000000000007
2021-01-28,30.21,31.77,30.39,30.72,30.11,-0.17999999999999972,1.5599999999999987,0.3299999999999983
2021-01-29,33.09,33.88,32.39,32.42,31.43,0.7000000000000028,0.7899999999999991,0.030000000000001137
2021-02-01,30.24,32.53,30.33,31.03,30.74,-0.08999999999999986,2.2900000000000027,0.7000000000000028
2021-02-02,25.56,29.36,27.58,28.74,29.34,-2.0199999999999996,3.8000000000000007,1.1600000000000001
2021-02-03,22.91,27.57,25.78,27.65,28.52,-2.870000000000001,4.66,1.8699999999999974
2021-02-04,21.77,26.79,24.23,26.74,27.89,-2.460000000000001,5.02,2.509999999999998
2021-02-05,20.87,26.52,24.1,26.65,27.84,-3.2300000000000004,5.649999999999999,2.549999999999997
2021-02-08,21.24,26.65,23.84,26.55,27.84,-2.6000000000000014,5.41,2.710000000000001
2021-02-09,21.63,27.11,23.7,26.69,28.15,-2.0700000000000003,5.48,2.990000000000002
2021-02-10,21.99,27.49,23.74,27.29,28.85,-1.75,5.5,3.5500000000000007
2021-02-11,21.25,27.22,22.71,26.69,28.69,-1.4600000000000009,5.969999999999999,3.9800000000000004
2021-02-12,19.97,26.5,21.36,25.88,28.15,-1.3900000000000006,6.530000000000001,4.52
2021-02-15,19.97,,21.3,25.65,27.85,-1.3300000000000018,,4.349999999999998
2021-02-16,21.46,27.55,21.24,26.13,28.48,0.22000000000000242,6.09,4.890000000000001
2021-02-17,21.5,27.52,25.6,28.55,29.19,-4.100000000000001,6.02,2.9499999999999993
2021-02-18,22.49,27.86,25.8,28.65,29.3,-3.3100000000000023,5.370000000000001,2.849999999999998
2021-02-19,22.05,27.09,24.8,27.89,28.82,-2.75,5.039999999999999,3.09
2021-02-22,23.45,27.81,25.9,28.65,29.4,-2.4499999999999993,4.359999999999999,2.75
2021-02-23,23.11,27.12,24.75,27.83,28.8,-1.6400000000000006,4.010000000000002,3.0799999999999983
2021-02-24,21.34,25.89,23.76,26.75,27.9,-2.4200000000000017,4.550000000000001,2.9899999999999984
2021-02-25,28.89,30.24,28.22,29.65,29.88,0.6700000000000017,1.3499999999999979,1.4299999999999997
2021-02-26,27.95,29.6,26.74,28.23,28.85,1.2100000000000009,1.6500000000000021,1.490000000000002
2021-03-01,23.35,26.78,24.62,26.9,27.72,-1.2699999999999996,3.4299999999999997,2.2799999999999976
2021-03-02,24.1,27.16,24.77,27.03,28.07,-0.6699999999999982,3.0599999999999987,2.2600000000000016
2021-03-03,26.67,28.79,26.13,27.9,28.65,0.5400000000000027,2.1199999999999974,1.7699999999999996
2021-03-04,28.57,30.08,27.52,28.94,29.45,1.0500000000000007,1.509999999999998,1.4200000000000017
2021-03-05,24.66,27.89,25.05,27.21,28.0,-0.39000000000000057,3.2300000000000004,2.16
2021-03-08,25.47,28.13,25.37,27.67,28.5,0.09999999999999787,2.66,2.3000000000000007
2021-03-09,24.03,27.28,23.97,26.72,27.9,0.060000000000002274,3.25,2.75
2021-03-10,22.56,26.68,23.5,26.46,27.8,-0.9400000000000013,4.120000000000001,2.960000000000001
2021-03-11,21.91,26.09,22.89,25.8,27.19,-0.9800000000000004,4.18,2.91
2021-03-12,20.69,25.74,21.98,25.41,27.1,-1.2899999999999991,5.049999999999997,3.4299999999999997
2021-03-15,20.03,24.89,20.1,23.98,26.06,-0.07000000000000028,4.859999999999999,3.879999999999999
2021-03-16,19.79,24.71,19.92,24.05,26.0,-0.13000000000000256,4.920000000000002,4.129999999999999
2021-03-17,19.23,23.88,23.0,25.02,25.98,-3.7699999999999996,4.649999999999999,2.0199999999999996
2021-03-18,21.58,25.28,24.3,25.8,26.45,-2.7200000000000024,3.700000000000003,1.5
2021-03-19,20.95,24.99,23.32,25.27,26.21,-2.370000000000001,4.039999999999999,1.9499999999999993
2021-03-22,18.88,22.94,21.73,23.94,24.9,-2.8500000000000014,4.060000000000002,2.210000000000001
2021-03-23,20.3,23.8,22.83,24.75,25.57,-2.5299999999999976,3.5,1.9200000000000017
2021-03-24,21.2,24.4,22.98,24.76,25.51,-1.7800000000000011,3.1999999999999993,1.7800000000000011
2021-03-25,19.81,23.37,22.31,24.2,25.05,-2.5,3.5600000000000023,1.8900000000000006
2021-03-26,18.86,22.32,21.39,23.31,24.36,-2.530000000000001,3.460000000000001,1.9199999999999982
2021-03-29,20.74,23.2,22.0,23.65,24.48,-1.2600000000000016,2.460000000000001,1.6499999999999986
2021-03-30,19.61,22.31,21.03,22.81,23.71,-1.4200000000000017,2.6999999999999993,1.7799999999999976
2021-03-31,19.4,22.15,20.73,22.68,23.65,-1.3300000000000018,2.75,1.9499999999999993
2021-04-01,17.33,20.97,20.08,22.03,23.13,-2.75,3.6400000000000006,1.9500000000000028
2021-04-02,17.33,,19.6,21.65,22.85,-2.270000000000003,,2.049999999999997
2021-04-05,17.91,20.96,19.54,21.49,22.6,-1.629999999999999,3.0500000000000007,1.9499999999999993
2021-04-06,18.12,21.16,19.56,21.49,22.54,-1.4399999999999977,3.039999999999999,1.9299999999999997
2021-04-07,17.16,20.66,18.99,21.07,22.3,-1.8299999999999983,3.5,2.080000000000002
2021-04-08,16.95,20.59,18.49,20.81,22.16,-1.5399999999999991,3.6400000000000006,2.3200000000000003
2021-04-09,16.69,20.74,18.15,20.83,22.23,-1.4599999999999973,4.049999999999997,2.6799999999999997
2021-04-12,16.91,20.82,18.0,20.57,22.05,-1.0899999999999999,3.91,2.5700000000000003
2021-04-13,16.65,20.78,17.68,20.47,22.11,-1.0300000000000011,4.130000000000003,2.789999999999999
2021-04-14,16.99,21.06,18.1,20.93,22.37,-1.110000000000003,4.07,2.8299999999999983
2021-04-15,16.57,20.76,17.15,20.29,22.0,-0.5799999999999983,4.190000000000001,3.1400000000000006
2021-04-16,16.25,20.53,17.0,19.96,21.6,-0.75,4.280000000000001,2.960000000000001
2021-04-19,17.29,21.37,17.66,20.7,22.26,-0.370000000000001,4.080000000000002,3.039999999999999
2021-04-20,18.68,22.35,18.65,21.05,22.7,0.030000000000001137,3.6700000000000017,2.400000000000002
2021-04-21,17.5,21.49,20.0,21.82,23.2,-2.5,3.9899999999999984,1.8200000000000003
2021-04-22,18.71,22.52,21.17,22.8,24.0,-2.460000000000001,3.8099999999999987,1.629999999999999
2021-04-23,17.33,21.57,20.43,22.19,23.49,-3.1000000000000014,4.240000000000002,1.7600000000000016
2021-04-26,17.64,21.54,20.21,22.1,23.4,-2.5700000000000003,3.8999999999999986,1.8900000000000006
2021-04-27,17.56,21.32,19.71,21.7,23.05,-2.150000000000002,3.7600000000000016,1.9899999999999984
2021-04-28,17.28,21.13,19.66,21.7,23.09,-2.379999999999999,3.849999999999998,2.039999999999999
2021-04-29,17.61,21.31,19.57,21.6,23.0,-1.9600000000000009,3.6999999999999993,2.030000000000001
2021-04-30,18.61,22.07,20.44,22.24,23.5,-1.8300000000000018,3.460000000000001,1.7999999999999972
2021-05-03,18.31,21.74,19.73,21.55,22.93,-1.4200000000000017,3.4299999999999997,1.8200000000000003
2021-05-04,19.48,22.67,20.55,22.24,23.4,-1.0700000000000003,3.1900000000000013,1.6899999999999977
2021-05-05,19.15,22.26,19.98,21.68,23.0,-0.8300000000000018,3.110000000000003,1.6999999999999993
2021-05-06,18.39,21.88,19.69,21.62,22.96,-1.3000000000000007,3.4899999999999984,1.9299999999999997
2021-05-07,16.69,20.79,18.29,20.54,22.21,-1.5999999999999979,4.099999999999998,2.25
2021-05-10,19.66,22.4,19.48,21.35,22.8,0.17999999999999972,2.7399999999999984,1.870000000000001
2021-05-11,21.84,24.23,21.24,22.85,23.97,0.6000000000000014,2.3900000000000006,1.610000000000003
2021-05-12,27.59,28.18,25.97,26.43,26.55,1.620000000000001,0.5899999999999999,0.46000000000000085
2021-05-13,23.13,25.26,22.69,24.08,24.73,0.4399999999999977,2.1300000000000026,1.389999999999997
2021-05-14,18.81,22.26,19.13,21.37,22.81,-0.3200000000000003,3.450000000000003,2.240000000000002
2021-05-17,19.72,23.14,19.91,22.11,23.44,-0.19000000000000128,3.4200000000000017,2.1999999999999993
2021-05-18,21.34,24.22,21.14,22.38,23.88,0.1999999999999993,2.879999999999999,1.2399999999999984
2021-05-19,22.18,25.27,23.39,24.38,24.82,-1.2100000000000009,3.09,0.9899999999999984
2021-05-20,20.67,23.81,22.1,23.63,24.16,-1.4299999999999997,3.139999999999997,1.5299999999999976
2021-05-21,20.15,23.49,21.85,23.28,23.83,-1.7000000000000028,3.34,1.4299999999999997
2021-05-24,18.4,22.23,20.76,22.48,23.11,-2.360000000000003,3.830000000000002,1.7199999999999989
2021-05-25,18.84,22.4,20.7,22.65,23.3,-1.8599999999999994,3.5599999999999987,1.9499999999999993
2021-05-26,17.36,21.3,19.62,21.67,22.54,-2.2600000000000016,3.9400000000000013,2.0500000000000007
2021-05-27,16.74,20.31,18.57,20.65,21.73,-1.8300000000000018,3.5700000000000003,2.0799999999999983
2021-05-28,16.76,20.48,19.13,20.85,21.83,-2.3699999999999974,3.719999999999999,1.7200000000000024
2021-05-31,16.76,,19.3,21.03,22.01,-2.539999999999999,,1.7300000000000004
2021-06-01,17.9,21.34,19.56,21.37,22.17,-1.6600000000000001,3.4400000000000013,1.8100000000000023
2021-06-02,17.48,21.42,18.92,21.05,22.09,-1.4400000000000013,3.9400000000000013,2.129999999999999
2021-06-03,18.04,21.82,19.29,21.39,22.4,-1.25,3.780000000000001,2.1000000000000014
2021-06-04,16.42,20.62,18.12,20.34,21.53,-1.6999999999999993,4.199999999999999,2.219999999999999
2021-06-07,16.42,20.55,17.64,20.0,21.31,-1.2199999999999989,4.129999999999999,2.3599999999999994
2021-06-08,17.07,20.85,17.9,20.23,21.4,-0.8299999999999983,3.780000000000001,2.330000000000002
2021-06-09,17.89,21.28,18.38,20.5,21.75,-0.48999999999999844,3.3900000000000006,2.120000000000001
2021-06-10,16.1,20.08,16.9,19.44,20.72,-0.7999999999999972,3.979999999999997,2.5400000000000027
2021-06-11,15.65,19.64,16.55,18.85,20.34,-0.9000000000000004,3.99,2.3000000000000007
2021-06-14,16.39,20.14,16.45,19.08,20.5,-0.05999999999999872,3.75,2.629999999999999
2021-06-15,17.02,20.68,17.1,19.56,20.87,-0.08000000000000185,3.66,2.4599999999999973
2021-06-16,18.15,21.26,19.62,21.05,21.99,-1.4700000000000024,3.110000000000003,1.4299999999999997
2021-06-17,17.75,20.98,19.51,20.91,21.81,-1.7600000000000016,3.2300000000000004,1.3999999999999986
2021-06-18,20.7,22.93,21.34,22.26,22.92,-0.6400000000000006,2.2300000000000004,0.9200000000000017
2021-06-21,17.89,21.12,19.92,21.19,22.08,-2.030000000000001,3.2300000000000004,1.2699999999999996
2021-06-22,16.66,20.07,18.83,20.53,21.6,-2.169999999999998,3.41,1.7000000000000028
2021-06-23,16.32,19.7,18.44,20.19,21.27,-2.120000000000001,3.379999999999999,1.75
2021-06-24,15.97,19.26,18.17,19.85,20.95,-2.200000000000001,3.290000000000001,1.6799999999999997
2021-06-25,15.62,19.0,17.7,19.63,20.85,-2.08,3.380000000000001,1.9299999999999997
2021-06-28,15.76,19.02,17.72,19.52,20.75,-1.959999999999999,3.26,1.8000000000000007
2021-06-29,16.02,19.49,18.13,19.95,21.1,-2.1099999999999994,3.469999999999999,1.8200000000000003
2021-06-30,15.83,19.51,17.9,19.75,21.01,-2.0699999999999985,3.6800000000000015,1.8500000000000014
2021-07-01,15.48,19.45,17.47,19.54,20.83,-1.9899999999999984,3.969999999999999,2.0700000000000003
2021-07-02,15.07,19.3,17.47,19.5,20.8,-2.3999999999999986,4.23,2.030000000000001
2021-07-05,15.07,,,,,,,
2021-07-06,16.44,20.26,18.0,19.85,21.05,-1.5599999999999987,3.8200000000000003,1.8500000000000014
2021-07-07,16.2,20.41,18.05,19.95,21.17,-1.8500000000000014,4.210000000000001,1.8999999999999986
2021-07-08,19.0,21.98,19.55,21.0,22.0,-0.5500000000000007,2.9800000000000004,1.4499999999999993
2021-07-09,16.18,20.44,17.8,19.84,21.08,-1.620000000000001,4.260000000000002,2.039999999999999
2021-07-12,16.17,20.46,17.37,19.84,21.25,-1.1999999999999993,4.289999999999999,2.469999999999999
2021-07-13,17.12,21.13,17.73,20.02,21.4,-0.6099999999999994,4.009999999999998,2.289999999999999
2021-07-14,16.33,20.62,17.05,19.6,21.15,-0.7200000000000024,4.290000000000003,2.5500000000000007
2021-07-15,17.01,21.09,17.51,19.81,21.22,-0.5,4.079999999999998,2.299999999999997
2021-07-16,18.45,22.07,18.62,20.63,21.75,-0.1700000000000017,3.620000000000001,2.009999999999998
2021-07-19,22.5,24.9,22.74,23.67,23.97,-0.23999999999999844,2.3999999999999986,0.9300000000000033
2021-07-20,19.73,23.2,19.96,21.49,22.6,-0.23000000000000043,3.469999999999999,1.5299999999999976
2021-07-21,17.91,21.87,20.11,21.65,22.55,-2.1999999999999993,3.960000000000001,1.5399999999999991
2021-07-22,17.69,21.86,20.57,21.85,22.54,-2.879999999999999,4.169999999999998,1.2800000000000011
2021-07-23,17.2,21.65,20.37,21.65,22.41,-3.1700000000000017,4.449999999999999,1.2799999999999976
2021-07-26,17.58,21.74,20.15,21.69,22.51,-2.5700000000000003,4.16,1.5400000000000027
2021-07-27,19.36,23.0,20.71,22.2,22.9,-1.3500000000000014,3.6400000000000006,1.4899999999999984
2021-07-28,18.31,22.35,20.11,21.8,22.63,-1.8000000000000007,4.040000000000003,1.6900000000000013
2021-07-29,17.7,21.88,19.71,21.55,22.44,-2.0100000000000016,4.18,1.8399999999999999
2021-07-30,18.24,22.18,20.27,22.07,22.95,-2.030000000000001,3.9400000000000013,1.8000000000000007
2021-08-02,19.46,23.05,21.15,22.72,23.45,-1.6899999999999977,3.59,1.5700000000000003
2021-08-03,18.04,22.18,19.85,21.84,22.83,-1.8100000000000023,4.140000000000001,1.9899999999999984
2021-08-04,17.97,22.17,19.85,21.76,22.79,-1.8800000000000026,4.200000000000003,1.9100000000000001
2021-08-05,17.28,21.52,19.31,21.29,22.33,-2.0299999999999976,4.239999999999998,1.9800000000000004
2021-08-06,16.15,20.87,18.7,20.75,21.84,-2.5500000000000007,4.720000000000002,2.0500000000000007
2021-08-09,16.72,21.27,18.42,20.69,21.83,-1.7000000000000028,4.550000000000001,2.2699999999999996
2021-08-10,16.79,21.21,17.98,20.35,21.67,-1.1900000000000013,4.420000000000002,2.370000000000001
2021-08-11,16.06,20.67,17.44,19.73,21.22,-1.3800000000000026,4.610000000000003,2.289999999999999
2021-08-12,15.59,20.25,17.0,19.4,20.75,-1.4100000000000001,4.66,2.3999999999999986
2021-08-13,15.45,20.26,16.63,19.49,20.82,-1.1799999999999997,4.810000000000002,2.8599999999999994
2021-08-16,16.12,20.64,16.5,19.62,21.0,-0.379999999999999,4.52,3.120000000000001
2021-08-17,17.91,21.7,17.58,20.17,21.68,0.33000000000000185,3.789999999999999,2.5900000000000034
2021-08-18,21.57,23.8,21.71,22.93,23.34,-0.14000000000000057,2.2300000000000004,1.2199999999999989
2021-08-19,21.67,24.2,22.35,23.18,23.43,-0.6799999999999997,2.5299999999999976,0.8299999999999983
2021-08-20,18.56,22.41,20.53,22.16,22.75,-1.9700000000000024,3.8500000000000014,1.629999999999999
2021-08-23,17.15,21.2,19.85,21.66,22.47,-2.700000000000003,4.050000000000001,1.8099999999999987
2021-08-24,17.22,21.22,19.73,21.66,22.49,-2.5100000000000016,4.0,1.9299999999999997
2021-08-25,16.79,20.79,19.23,21.29,22.2,-2.4400000000000013,4.0,2.0599999999999987
2021-08-26,18.84,21.86,20.12,21.95,22.61,-1.2800000000000011,3.0199999999999996,1.8299999999999983
2021-08-27,16.39,20.61,18.95,21.13,21.95,-2.5599999999999987,4.219999999999999,2.1799999999999997
2021-08-30,16.19,20.4,18.75,20.95,21.91,-2.5599999999999987,4.209999999999997,2.1999999999999993
2021-08-31,16.48,20.42,18.62,20.91,21.9,-2.1400000000000006,3.9400000000000013,2.289999999999999
2021-09-01,16.11,20.08,18.08,20.45,21.51,-1.9699999999999989,3.969999999999999,2.370000000000001
2021-09-02,16.41,20.13,17.96,20.44,21.55,-1.5500000000000007,3.719999999999999,2.4800000000000004
2021-09-03,16.41,20.32,18.35,20.56,21.73,-1.9400000000000013,3.91,2.2099999999999973
2021-09-06,16.41,,,,,,,
2021-09-07,18.14,21.53,18.83,20.9,22.04,-0.6899999999999977,3.3900000000000006,2.0700000000000003
2021-09-08,17.96,21.59,18.77,20.93,22.19,-0.8099999999999987,3.629999999999999,2.16
2021-09-09,18.8,22.06,19.37,21.35,22.43,-0.5700000000000003,3.259999999999998,1.9800000000000004
2021-09-10,20.95,23.31,20.62,22.15,22.85,0.3299999999999983,2.3599999999999994,1.5299999999999976
2021-09-13,19.37,22.47,19.3,21.33,22.39,0.07000000000000028,3.099999999999998,2.0299999999999976
2021-09-14,19.46,22.55,19.72,21.56,22.67,-0.259999999999998,3.09,1.8399999999999999
2021-09-15,18.18,21.76,20.84,22.3,23.04,-2.66,3.580000000000002,1.4600000000000009
2021-09-16,18.69,21.81,20.56,22.0,22.8,-1.8699999999999974,3.1199999999999974,1.4400000000000013
2021-09-17,20.81,23.22,21.94,22.95,23.44,-1.1300000000000026,2.41,1.009999999999998
2021-09-20,25.71,26.4,24.46,24.7,24.81,1.25,0.6899999999999977,0.23999999999999844
2021-09-21,24.36,25.47,23.43,24.12,24.38,0.9299999999999997,1.1099999999999994,0.6900000000000013
2021-09-22,20.87,23.05,22.1,23.13,23.54,-1.2300000000000004,2.1799999999999997,1.0299999999999976
2021-09-23,18.63,21.37,20.6,22.2,22.75,-1.9700000000000024,2.740000000000002,1.5999999999999979
2021-09-24,17.75,20.82,19.82,21.65,22.41,-2.0700000000000003,3.0700000000000003,1.8299999999999983
2021-09-27,18.76,21.4,20.11,21.68,22.44,-1.3499999999999979,2.639999999999997,1.5700000000000003
2021-09-28,23.25,24.03,22.52,23.44,23.81,0.7300000000000004,0.7800000000000011,0.9200000000000017
2021-09-29,22.56,23.72,22.99,23.78,24.01,-0.4299999999999997,1.1600000000000001,0.7900000000000027
2021-09-30,23.14,23.87,22.87,23.69,24.0,0.2699999999999996,0.7300000000000004,0.8200000000000003
2021-10-01,21.15,23.05,21.99,23.22,23.67,-0.8399999999999999,1.9000000000000021,1.2300000000000004
2021-10-04,22.96,24.11,22.68,23.7,24.15,0.28000000000000114,1.1499999999999986,1.0199999999999996
2021-10-05,21.3,23.11,21.75,23.03,23.53,-0.4499999999999993,1.8099999999999987,1.2800000000000011
2021-10-06,21.0,22.84,21.22,22.66,23.27,-0.21999999999999886,1.8399999999999999,1.4400000000000013
2021-10-07,19.54,22.12,20.1,22.09,22.81,-0.5600000000000023,2.580000000000002,1.9899999999999984
2021-10-08,18.77,21.88,19.72,21.61,22.6,-0.9499999999999993,3.1099999999999994,1.8900000000000006
2021-10-11,20.0,22.39,20.15,21.86,22.8,-0.14999999999999858,2.3900000000000006,1.7100000000000009
2021-10-12,19.85,22.33,19.72,21.45,22.4,0.13000000000000256,2.479999999999997,1.7300000000000004
2021-10-13,18.64,21.54,19.15,21.11,22.13,-0.509999999999998,2.8999999999999986,1.9600000000000009
2021-10-14,16.86,20.37,17.6,20.0,21.3,-0.740000000000002,3.5100000000000016,2.3999999999999986
2021-10-15,16.3,20.3,17.17,20.1,21.6,-0.870000000000001,4.0,2.9299999999999997
2021-10-18,16.31,20.29,16.62,19.7,21.31,-0.3100000000000023,3.9800000000000004,3.0799999999999983
2021-10-19,15.7,19.98,15.96,19.53,21.32,-0.26000000000000156,4.280000000000001,3.5700000000000003
2021-10-20,15.49,19.87,19.32,21.05,22.7,-3.83,4.380000000000001,1.7300000000000004
2021-10-21,15.01,19.48,18.7,20.65,22.35,-3.6899999999999995,4.470000000000001,1.9499999999999993
2021-10-22,15.43,20.01,19.1,21.1,22.73,-3.6700000000000017,4.580000000000002,2.0
2021-10-25,15.24,19.56,18.55,20.5,22.2,-3.3100000000000005,4.3199999999999985,1.9499999999999993
2021-10-26,15.98,20.11,18.92,20.8,22.4,-2.9400000000000013,4.129999999999999,1.879999999999999
2021-10-27,16.98,20.89,19.35,21.3,22.8,-2.370000000000001,3.91,1.9499999999999993
2021-10-28,16.53,20.48,18.65,20.85,22.33,-2.1199999999999974,3.9499999999999993,2.200000000000003
2021-10-29,16.26,20.37,18.78,21.05,22.56,-2.5199999999999996,4.109999999999999,2.2699999999999996
2021-11-01,16.41,20.39,18.4,20.8,22.45,-1.9899999999999984,3.9800000000000004,2.400000000000002
2021-11-02,16.03,20.1,17.85,20.35,22.0,-1.8200000000000003,4.07,2.5
2021-11-03,15.1,19.5,17.11,19.75,21.5,-2.01,4.4,2.6400000000000006
2021-11-04,15.44,19.7,17.4,20.08,21.85,-1.959999999999999,4.26,2.6799999999999997
2021-11-05,16.48,20.49,18.44,20.51,22.33,-1.9600000000000009,4.009999999999998,2.0700000000000003
2021-11-08,17.22,20.98,18.49,20.5,22.21,-1.2699999999999996,3.7600000000000016,2.0100000000000016
2021-11-09,17.78,21.41,18.9,20.83,22.56,-1.1199999999999974,3.629999999999999,1.9299999999999997
2021-11-10,18.73,22.0,19.53,21.0,22.71,-0.8000000000000007,3.2699999999999996,1.4699999999999989
2021-11-11,17.66,21.38,18.76,20.8,22.52,-1.1000000000000014,3.719999999999999,2.039999999999999
2021-11-12,16.29,20.69,17.42,20.11,22.05,-1.1300000000000026,4.400000000000002,2.6899999999999977
2021-11-15,16.49,20.87,17.0,19.89,21.95,-0.5100000000000016,4.380000000000003,2.8900000000000006
2021-11-16,16.37,20.9,16.8,20.0,22.04,-0.4299999999999997,4.529999999999998,3.1999999999999993
2021-11-17,17.11,21.58,20.27,22.43,23.6,-3.16,4.469999999999999,2.16
2021-11-18,17.59,21.9,20.5,22.65,23.8,-2.91,4.309999999999999,2.1499999999999986
2021-11-19,17.91,21.92,20.8,22.75,23.71,-2.8900000000000006,4.010000000000002,1.9499999999999993
2021-11-22,19.17,22.63,21.15,23.1,24.05,-1.9799999999999969,3.4599999999999973,1.9500000000000028
2021-11-23,19.38,22.45,20.56,22.67,23.78,-1.1799999999999997,3.0700000000000003,2.110000000000003
2021-11-24,18.58,21.9,20.35,22.45,23.57,-1.7700000000000031,3.3200000000000003,2.099999999999998
2021-11-25,18.58,,20.2,22.3,23.55,-1.620000000000001,,2.1000000000000014
2021-11-26,28.62,29.17,25.9,26.45,26.74,2.7200000000000024,0.5500000000000007,0.5500000000000007
2021-11-29,22.96,25.04,22.2,23.75,24.57,0.7600000000000016,2.0799999999999983,1.5500000000000007
2021-11-30,27.19,28.13,25.69,26.48,26.67,1.5,0.9399999999999977,0.7899999999999991
2021-12-01,31.12,30.79,27.83,27.96,27.73,3.2900000000000027,-0.33000000000000185,0.13000000000000256
2021-12-02,27.95,29.15,25.94,26.91,26.97,2.009999999999998,1.1999999999999993,0.9699999999999989
2021-12-03,30.67,31.78,28.73,28.62,28.26,1.9400000000000013,1.1099999999999994,-0.10999999999999943
2021-12-06,27.18,28.88,25.85,26.65,26.8,1.3299999999999983,1.6999999999999993,0.7999999999999972
2021-12-07,21.89,24.96,22.54,24.2,25.0,-0.6499999999999986,3.0700000000000003,1.6600000000000001
2021-12-08,19.9,23.63,20.83,23.02,24.07,-0.9299999999999997,3.7300000000000004,2.1900000000000013
2021-12-09,21.58,24.66,21.57,23.56,24.35,0.00999999999999801,3.080000000000002,1.9899999999999984
2021-12-10,18.69,23.18,19.8,22.27,23.51,-1.1099999999999994,4.489999999999998,2.469999999999999
2021-12-13,20.31,24.32,20.58,23.16,24.34,-0.2699999999999996,4.010000000000002,2.580000000000002
2021-12-14,21.89,25.35,21.29,23.48,24.63,0.6000000000000014,3.460000000000001,2.1900000000000013
2021-12-15,19.29,23.3,19.08,21.97,23.37,0.21000000000000085,4.010000000000002,2.8900000000000006
2021-12-16,20.57,24.37,20.42,22.82,24.15,0.14999999999999858,3.8000000000000007,2.3999999999999986
2021-12-17,21.57,25.38,21.07,23.57,24.73,0.5,3.8099999999999987,2.5
2021-12-20,22.87,26.31,22.81,24.31,25.25,0.060000000000002274,3.4399999999999977,1.5
2021-12-21,21.01,25.0,21.07,23.16,24.47,-0.05999999999999872,3.9899999999999984,2.09
2021-12-22,18.63,23.56,21.8,23.55,24.71,-3.1700000000000017,4.93,1.75
2021-12-23,17.96,23.24,21.65,23.4,24.6,-3.6899999999999977,5.279999999999998,1.75
2021-12-24,17.96,,,,,,,
2021-12-27,17.68,22.74,21.01,23.03,24.3,-3.330000000000002,5.059999999999999,2.0199999999999996
2021-12-28,17.54,22.33,20.53,22.63,23.91,-2.990000000000002,4.789999999999999,2.099999999999998
2021-12-29,16.95,21.83,20.01,22.1,23.55,-3.0600000000000023,4.879999999999999,2.09
2021-12-30,17.33,21.88,19.94,22.05,23.53,-2.610000000000003,4.550000000000001,2.1099999999999994
2021-12-31,17.22,21.88,19.67,21.97,23.47,-2.450000000000003,4.66,2.299999999999997
2022-01-03,16.6,21.53,18.86,21.41,23.1,-2.259999999999998,4.93,2.5500000000000007
2022-01-04,16.91,21.62,18.87,21.32,23.02,-1.9600000000000009,4.710000000000001,2.4499999999999993
2022-01-05,19.73,23.47,20.77,22.62,23.95,-1.0399999999999991,3.7399999999999984,1.8500000000000014
2022-01-06,19.61,23.5,20.85,22.85,24.05,-1.240000000000002,3.8900000000000006,2.0
2022-01-07,18.76,22.87,20.4,22.02,23.39,-1.639999999999997,4.109999999999999,1.620000000000001
2022-01-10,19.4,22.68,19.9,21.7,23.1,-0.5,3.280000000000001,1.8000000000000007
2022-01-11,18.41,21.98,18.95,20.99,22.55,-0.5399999999999991,3.5700000000000003,2.039999999999999
2022-01-12,17.62,21.58,18.58,20.97,22.54,-0.9599999999999973,3.9599999999999973,2.3900000000000006
2022-01-13,20.31,23.41,20.42,22.09,23.41,-0.11000000000000298,3.1000000000000014,1.6699999999999982
2022-01-14,19.19,22.82,19.67,21.75,23.01,-0.4800000000000004,3.629999999999999,2.0799999999999983
2022-01-17,19.19,,19.66,21.78,23.09,-0.46999999999999886,,2.120000000000001
2022-01-18,22.79,25.12,22.62,23.39,24.21,0.16999999999999815,2.330000000000002,0.7699999999999996
2022-01-19,23.85,25.81,24.07,24.57,25.14,-0.21999999999999886,1.9599999999999973,0.5
2022-01-20,25.59,27.25,24.97,25.11,25.36,0.620000000000001,1.6600000000000001,0.14000000000000057
2022-01-21,28.85,29.95,27.31,26.84,26.65,1.5400000000000027,1.0999999999999979,-0.46999999999999886
2022-01-24,29.9,30.82,28.07,27.45,26.91,1.8299999999999983,0.9200000000000017,-0.620000000000001
2022-01-25,31.16,31.76,28.16,27.73,27.21,3.0,0.6000000000000014,-0.4299999999999997
2022-01-26,31.96,31.95,28.63,28.11,27.45,3.330000000000002,-0.010000000000001563,-0.5199999999999996
