date,vix,rv5,vx1,vx1_return,alt_vrp,signal,position,pnl
2020-12-14,24.72,8.591145801939506,24.28,0.027135874992481046,16.128854198060495,-1.0,-1.0,0.027135874992481046
2020-12-15,22.89,11.116119059789865,22.88,-0.05938979967970015,11.773880940210136,-1.0,-1.0,-0.05938979967970015
2020-12-16,22.5,11.042452798563298,24.1,0.05194867398501213,11.457547201436702,-1.0,-1.0,0.05194867398501213
2020-12-17,21.93,10.213818499345455,23.83,-0.011266549385958502,11.716181500654544,-1.0,-1.0,-0.011266549385958502
2020-12-18,21.57,10.123924857283557,24.18,0.014580554075995789,11.446075142716444,-1.0,-1.0,0.014580554075995789
2020-12-21,25.16,8.14734689648009,26.33,0.08518312832157138,17.01265310351991,-1.0,-1.0,0.08518312832157138
2020-12-22,24.23,7.716714981604896,25.78,-0.021109975997176456,16.513285018395106,-1.0,-1.0,-0.021109975997176456
2020-12-23,23.31,5.89915600015689,24.63,-0.04563378537859508,17.41084399984311,-1.0,-1.0,-0.04563378537859508
2020-12-24,21.53,6.132354325543801,23.85,-0.03218099479809622,15.3976456744562,-1.0,-1.0,-0.03218099479809622
2020-12-28,21.7,5.621793878069373,23.68,-0.007153407318545302,16.078206121930627,-1.0,-1.0,-0.007153407318545302
2020-12-29,23.08,7.086902135698082,24.63,0.03933440211664152,15.993097864301916,-1.0,-1.0,0.03933440211664152
2020-12-30,22.77,6.960224821636625,23.68,-0.03933440211664152,15.809775178363374,-1.0,-1.0,-0.03933440211664152
2020-12-31,22.75,7.4339795490821325,23.68,0.0,15.316020450917868,-1.0,-1.0,0.0
2021-01-04,26.97,12.522178097051,26.28,0.10417738360060502,14.447821902948998,-1.0,-1.0,0.10417738360060502
2021-01-05,25.34,13.564566046485133,25.33,-0.03681872960282595,11.775433953514867,-1.0,-1.0,-0.03681872960282595
2021-01-06,25.07,15.377300614727,25.13,-0.007927112458083307,9.692699385273,-1.0,-1.0,-0.007927112458083307
2021-01-07,22.37,17.483418198109803,23.23,-0.0786178047731827,4.886581801890198,-1.0,-1.0,-0.0786178047731827
2021-01-08,21.56,17.42280492821538,22.78,-0.019561588763282067,4.1371950717846175,-1.0,-1.0,-0.019561588763282067
2021-01-11,24.08,11.85759025018814,24.48,0.07197349962508959,12.222409749811858,-1.0,-1.0,0.07197349962508959
2021-01-12,23.33,11.197527529926802,23.33,-0.04811637161078686,12.132472470073196,-1.0,-1.0,-0.04811637161078686
2021-01-13,22.21,6.26235435778506,22.68,-0.02825660717378753,15.94764564221494,-1.0,-1.0,-0.02825660717378753
2021-01-14,23.25,4.137156888371194,23.18,0.021806359052054525,19.112843111628806,-1.0,-1.0,0.021806359052054525
2021-01-15,24.34,9.309694018902283,23.78,0.025555053351030033,15.030305981097717,-1.0,-1.0,0.025555053351030033
2021-01-19,23.24,13.283804401467231,23.23,-0.023400344480317692,9.956195598532767,-1.0,-1.0,-0.023400344480317692
2021-01-20,21.58,15.224076191098288,24.78,0.06459232941867832,6.355923808901711,-1.0,-1.0,0.06459232941867832
2021-01-21,21.32,8.232875873019843,24.53,-0.010140017930598155,13.087124126980157,-1.0,-1.0,-0.010140017930598155
2021-01-22,21.91,10.134961640777105,24.88,0.014167409600580605,11.775038359222895,-1.0,-1.0,0.014167409600580605
2021-01-25,23.19,9.244274976896834,25.95,0.04210734174091879,13.945725023103167,-1.0,-1.0,0.04210734174091879
2021-01-26,23.02,3.9371470083916185,25.41,-0.021028812279825004,19.08285299160838,-1.0,-1.0,-0.021028812279825004
2021-01-27,37.21,26.44882618253896,31.53,0.21579667622489707,10.761173817461042,-1.0,-1.0,0.21579667622489707
2021-01-28,30.21,31.168910365992502,30.39,-0.0368258666282677,-0.9589103659925016,0.0,-1.0,-0.0368258666282677
2021-01-29,33.09,32.210693748328296,32.39,0.06373612625453617,0.8793062516717072,-1.0,0.0,-0.0
2021-02-01,30.24,39.71712421048552,30.33,-0.06571241148274831,-9.477124210485524,0.0,-1.0,-0.06571241148274831
2021-02-02,25.56,28.38929399892421,27.58,-0.09504644933533424,-2.8292939989242107,0.0,0.0,0.0
2021-02-03,22.91,27.27462944686639,25.78,-0.06749187485411401,-4.364629446866388,0.0,0.0,0.0
2021-02-04,21.77,18.772291826601737,24.23,-0.06200746268260726,2.9977081733982622,-1.0,0.0,0.0
2021-02-05,20.87,14.941035214049453,24.1,-0.005379694331824947,5.928964785950548,-1.0,-1.0,-0.005379694331824947
2021-02-08,21.24,4.86837753106836,23.84,-0.010846998299460342,16.37162246893164,-1.0,-1.0,-0.010846998299460342
2021-02-09,21.63,5.45175179556934,23.7,-0.00588979405606338,16.17824820443066,-1.0,-1.0,-0.00588979405606338
2021-02-10,21.99,4.351735212791066,23.74,0.00168634104043619,17.638264787208932,-1.0,-1.0,0.00168634104043619
2021-02-11,21.25,3.563062229314983,22.71,-0.04435603306405467,17.686937770685017,-1.0,-1.0,-0.04435603306405467
2021-02-12,19.97,5.02533726178814,21.36,-0.06128534202547309,14.944662738211859,-1.0,-1.0,-0.06128534202547309
2021-02-15,19.97,4.360553548824416,21.3,-0.002812941376614475,15.609446451175582,-1.0,-1.0,-0.002812941376614475
2021-02-16,21.46,7.458812788658988,21.24,-0.0028208763416417426,14.001187211341012,-1.0,-1.0,-0.0028208763416417426
2021-02-17,21.5,7.545528016786468,25.6,0.18670615511177902,13.954471983213532,-1.0,-1.0,0.18670615511177902
2021-02-18,22.49,7.262368637329031,25.8,0.007782140442055052,15.227631362670968,-1.0,-1.0,0.007782140442055052
2021-02-19,22.05,7.103080035087168,24.8,-0.03953083875663532,14.946919964912833,-1.0,-1.0,-0.03953083875663532
2021-02-22,23.45,6.5750585845114,25.9,0.04339931553455534,16.8749414154886,-1.0,-1.0,0.04339931553455534
2021-02-23,23.11,5.3884127021639765,24.75,-0.04541747969079246,17.721587297836024,-1.0,-1.0,-0.04541747969079246
2021-02-24,21.34,13.0802577882174,23.76,-0.040821994520255256,8.2597422117826,-1.0,-1.0,-0.040821994520255256
2021-02-25,28.89,25.565397048005607,28.22,0.17202745193022384,3.324602951994393,-1.0,-1.0,0.17202745193022384
2021-02-26,27.95,25.1719799541435,26.74,-0.053870374750871086,2.7780200458565005,-1.0,-1.0,-0.053870374750871086
2021-03-01,23.35,30.05190834497535,24.62,-0.0826014509174895,-6.701908344975347,0.0,-1.0,-0.0826014509174895
2021-03-02,24.1,27.72261384381165,24.77,0.006074122744960775,-3.6226138438116493,0.0,0.0,-0.0
2021-03-03,26.67,23.15963211911963,26.13,0.05345083603125289,3.51036788088037,-1.0,0.0,-0.0
2021-03-04,28.57,24.01304022276946,27.52,0.05182893353262186,4.556959777230539,-1.0,-1.0,0.05182893353262186
2021-03-05,24.66,29.296516742629947,25.05,-0.09403918553426927,-4.636516742629947,0.0,-1.0,-0.09403918553426927
2021-03-08,25.47,25.353962127972334,25.37,0.01269354608031703,0.11603787202766469,-1.0,0.0,-0.0
2021-03-09,24.03,19.604312515110095,23.97,-0.05676432516489793,4.425687484889906,-1.0,-1.0,-0.05676432516489793
2021-03-10,22.56,15.038688342689285,23.5,-0.01980262729617932,7.521311657310713,-1.0,-1.0,-0.01980262729617932
2021-03-11,21.91,9.403399975835862,22.89,-0.026300287185637927,12.506600024164138,-1.0,-1.0,-0.026300287185637927
2021-03-12,20.69,10.049051165544407,21.98,-0.04056718498900036,10.640948834455594,-1.0,-1.0,-0.04056718498900036
2021-03-15,20.03,6.392289315767781,20.1,-0.08941313391044492,13.637710684232221,-1.0,-1.0,-0.08941313391044492
2021-03-16,19.79,6.569754455512378,19.92,-0.008995562908578059,13.220245544487621,-1.0,-1.0,-0.008995562908578059
2021-03-17,19.23,2.730992155675667,23.0,0.14376996377269746,16.499007844324332,-1.0,-1.0,0.14376996377269746
2021-03-18,21.58,13.194381514641298,24.3,0.05498213441735311,8.3856184853587,-1.0,-1.0,0.05498213441735311
2021-03-19,20.95,12.868594701568275,23.32,-0.04116498886421116,8.081405298431724,-1.0,-1.0,-0.04116498886421116
2021-03-22,18.88,15.730077477565283,21.73,-0.07061756721395351,3.149922522434716,-1.0,-1.0,-0.07061756721395351
2021-03-23,20.3,15.547330594774184,22.83,0.049381666273366154,4.7526694052258165,-1.0,-1.0,0.049381666273366154
2021-03-24,21.2,11.807772945174337,22.98,0.006548811878905436,9.392227054825662,-1.0,-1.0,0.006548811878905436
2021-03-25,19.81,12.886441113141034,22.31,-0.029589263976168567,6.923558886858965,-1.0,-1.0,-0.029589263976168567
2021-03-26,18.86,15.407149021204363,21.39,-0.04211148535012699,3.4528509787956363,-1.0,-1.0,-0.04211148535012699
2021-03-29,20.74,11.18826050867377,22.0,0.028118930264001918,9.551739491326229,-1.0,-1.0,0.028118930264001918
2021-03-30,19.61,11.409443681259187,21.03,-0.04509246364370778,8.200556318740812,-1.0,-1.0,-0.04509246364370778
2021-03-31,19.4,11.36658472435313,20.73,-0.014368063266919862,8.033415275646869,-1.0,-1.0,-0.014368063266919862
2021-04-01,17.33,9.842010920060632,20.08,-0.03185763162416011,7.487989079939366,-1.0,-1.0,-0.03185763162416011
2021-04-02,17.33,8.575524465125275,19.6,-0.024194728587056513,8.754475534874723,-1.0,-1.0,-0.024194728587056513
2021-04-05,17.91,6.869828993281485,19.54,-0.0030659196218350004,11.040171006718516,-1.0,-1.0,-0.0030659196218350004
2021-04-06,18.12,8.18115024116606,19.56,0.001023017992034525,9.93884975883394,-1.0,-1.0,0.001023017992034525
2021-04-07,17.16,5.995591634288973,18.99,-0.029574139782476916,11.164408365711028,-1.0,-1.0,-0.029574139782476916
2021-04-08,16.95,6.082657124805327,18.49,-0.026682479425161,10.867342875194673,-1.0,-1.0,-0.026682479425161
2021-04-09,16.69,5.7597231453594855,18.15,-0.01855948468817381,10.930276854640516,-1.0,-1.0,-0.01855948468817381
2021-04-12,16.91,3.3246931225086476,18.0,-0.008298802814695083,13.585306877491352,-1.0,-1.0,-0.008298802814695083
2021-04-13,16.65,3.323144197727971,17.68,-0.017937700686667224,13.326855802272028,-1.0,-1.0,-0.017937700686667224
2021-04-14,16.99,3.75246459057619,18.1,0.02347788106228288,13.237535409423808,-1.0,-1.0,0.02347788106228288
2021-04-15,16.57,7.13144031042085,17.15,-0.05391376465983155,9.43855968957915,-1.0,-1.0,-0.05391376465983155
2021-04-16,16.25,6.568574753681965,17.0,-0.008784829555732454,9.681425246318035,-1.0,-1.0,-0.008784829555732454
2021-04-19,17.29,7.664328877704482,17.66,0.03808885111959759,9.625671122295518,-1.0,-1.0,0.03808885111959759
2021-04-20,18.68,10.998366913216248,18.65,0.054543950914010875,7.6816330867837515,-1.0,-1.0,0.054543950914010875
2021-04-21,17.5,10.037747970945395,20.0,0.06988612746416623,7.462252029054605,-1.0,-1.0,0.06988612746416623
2021-04-22,18.71,10.377323841513503,21.17,0.05685281159278288,8.332676158486498,-1.0,-1.0,0.05685281159278288
2021-04-23,17.33,12.915940216198482,20.43,-0.03558067631724304,4.414059783801516,-1.0,-1.0,-0.03558067631724304
2021-04-26,17.64,9.603055580326906,20.21,-0.01082687741400079,8.036944419673095,-1.0,-1.0,-0.01082687741400079
2021-04-27,17.56,8.74836854986702,19.71,-0.025051410250901185,8.811631450132978,-1.0,-1.0,-0.025051410250901185
2021-04-28,17.28,5.967429431583953,19.66,-0.002540006445608256,11.31257056841605,-1.0,-1.0,-0.002540006445608256
2021-04-29,17.61,2.8805816349106896,19.57,-0.004588333311035697,14.729418365089309,-1.0,-1.0,-0.004588333311035697
2021-04-30,18.61,4.859066279192146,20.44,0.04349598392751908,13.750933720807854,-1.0,-1.0,0.04349598392751908
2021-05-03,18.31,4.375006671594285,19.73,-0.035353445300979836,13.934993328405714,-1.0,-1.0,-0.035353445300979836
2021-05-04,19.48,5.083052936655675,20.55,0.04072062090771977,14.396947063344324,-1.0,-1.0,0.04072062090771977
2021-05-05,19.15,4.461598413014968,19.98,-0.028129167721836268,14.68840158698503,-1.0,-1.0,-0.028129167721836268
2021-05-06,18.39,7.7020483977657515,19.69,-0.014620880569373274,10.68795160223425,-1.0,-1.0,-0.014620880569373274
2021-05-07,16.69,9.218244745815232,18.29,-0.07375643024826006,7.471755254184769,-1.0,-1.0,-0.07375643024826006
2021-05-10,19.66,12.595271461511373,19.48,0.06303383581161492,7.064728538488627,-1.0,-1.0,0.06303383581161492
2021-05-11,21.84,14.520935544788923,21.24,0.08649789815934872,7.319064455211077,-1.0,-1.0,0.08649789815934872
2021-05-12,27.59,17.180122986020756,25.97,0.20105582930091925,10.409877013979244,-1.0,-1.0,0.20105582930091925
2021-05-13,23.13,19.47324863398099,22.69,-0.1350177268829067,3.6567513660190087,-1.0,-1.0,-0.1350177268829067
2021-05-14,18.81,24.038843274478907,19.13,-0.170666515339589,-5.228843274478908,0.0,-1.0,-0.170666515339589
2021-05-17,19.72,21.629188685945454,19.91,0.039964334623943554,-1.9091886859454554,0.0,0.0,-0.0
2021-05-18,21.34,17.902055144500277,21.14,0.05994486236598684,3.4379448554997225,-1.0,0.0,-0.0
2021-05-19,22.18,15.731403382877874,23.39,0.10114160015399598,6.448596617122126,-1.0,-1.0,0.10114160015399598
2021-05-20,20.67,15.904022648019545,22.1,-0.05673097207238076,4.765977351980457,-1.0,-1.0,-0.05673097207238076
2021-05-21,20.15,15.905150155860959,21.85,-0.01137668698210792,4.24484984413904,-1.0,-1.0,-0.01137668698210792
2021-05-24,18.4,13.284014023454551,20.76,-0.05117286324391124,5.115985976545447,-1.0,-1.0,-0.05117286324391124
2021-05-25,18.84,13.160980175356714,20.7,-0.0028943580263645075,5.6790198246432855,-1.0,-1.0,-0.0028943580263645075
2021-05-26,17.36,9.664551716185493,19.62,-0.053584246134106284,7.695448283814507,-1.0,-1.0,-0.053584246134106284
2021-05-27,16.74,9.672599402923925,18.57,-0.05500207877260266,7.067400597076073,-1.0,-1.0,-0.05500207877260266
2021-05-28,16.76,9.892494674525146,19.13,0.02971040808754699,6.8675053254748555,-1.0,-1.0,0.02971040808754699
2021-05-31,16.76,4.772229017118893,19.3,0.008847312458678314,11.98777098288111,-1.0,-1.0,0.008847312458678314
2021-06-01,17.9,4.905191934836668,19.56,0.013381568695831625,12.99480806516333,-1.0,-1.0,0.013381568695831625
2021-06-02,17.48,3.6303873899532144,18.92,-0.033267100982938835,13.849612610046787,-1.0,-1.0,-0.033267100982938835
2021-06-03,18.04,4.922587541007574,19.29,0.019367263293905257,13.117412458992426,-1.0,-1.0,0.019367263293905257
2021-06-04,16.42,9.124590316837185,18.12,-0.06257052630280446,7.295409683162816,-1.0,-1.0,-0.06257052630280446
2021-06-07,16.42,8.814947945345697,17.64,-0.02684725003618782,7.605052054654305,-1.0,-1.0,-0.02684725003618782
2021-06-08,17.07,8.72535190576639,17.9,0.014631662268063561,8.34464809423361,-1.0,-1.0,0.014631662268063561
2021-06-09,17.89,7.264619657184074,18.38,0.02646240408083189,10.625380342815927,-1.0,-1.0,0.02646240408083189
2021-06-10,16.1,3.102690163204829,16.9,-0.08394949499851334,12.997309836795171,-1.0,-1.0,-0.08394949499851334
2021-06-11,15.65,3.198376035748929,16.55,-0.020927520105955555,12.451623964251072,-1.0,-1.0,-0.020927520105955555
2021-06-14,16.39,2.7679131868972076,16.45,-0.00606062461169099,13.622086813102793,-1.0,-1.0,-0.00606062461169099
2021-06-15,17.02,3.018421607081394,17.1,0.03875298629723334,14.001578392918606,-1.0,-1.0,0.03875298629723334
2021-06-16,18.15,7.465241763718964,19.62,0.13747099062860269,10.684758236281034,-1.0,-1.0,0.13747099062860269
2021-06-17,17.75,8.510471214506461,19.51,-0.005622299502197059,9.239528785493539,-1.0,-1.0,-0.005622299502197059
2021-06-18,20.7,10.166393213454606,21.34,0.08965609123858709,10.533606786545393,-1.0,-1.0,0.08965609123858709
2021-06-21,17.89,18.337590133657272,19.92,-0.06885899371715487,-0.44759013365727185,0.0,-1.0,-0.06885899371715487
2021-06-22,16.66,17.06656245253278,18.83,-0.056272909487391054,-0.40656245253277845,0.0,0.0,0.0
2021-06-23,16.32,16.839690145419663,18.44,-0.02092912454061313,-0.5196901454196627,0.0,0.0,0.0
2021-06-24,15.97,14.30470289560544,18.17,-0.014750335720368213,1.6652971043945612,-1.0,0.0,0.0
2021-06-25,15.62,9.706419175233961,17.7,-0.02620724282829645,5.913580824766038,-1.0,-1.0,-0.02620724282829645
2021-06-28,15.76,3.8008393490633425,17.72,0.0011293055971512977,11.959160650936656,-1.0,-1.0,0.0011293055971512977
2021-06-29,16.02,3.374086791939987,18.13,0.02287407958982479,12.645913208060012,-1.0,-1.0,0.02287407958982479
2021-06-30,15.83,2.2161064319703963,17.9,-0.012767311920050428,13.613893568029603,-1.0,-1.0,-0.012767311920050428
2021-07-01,15.48,2.2008724377009603,17.47,-0.024315588700743795,13.27912756229904,-1.0,-1.0,-0.024315588700743795
2021-07-02,15.07,3.99304061784842,17.47,0.0,11.07695938215158,-1.0,-1.0,0.0
2021-07-06,16.44,6.488413338793898,18.0,0.029886633750199287,9.951586661206104,-1.0,-1.0,0.029886633750199287
2021-07-07,16.2,6.925054729932595,18.05,0.002773926882725597,9.274945270067406,-1.0,-1.0,0.002773926882725597
2021-07-08,19.0,9.14041989985982,19.55,0.07982960165248487,9.85958010014018,-1.0,-1.0,0.07982960165248487
2021-07-09,16.18,13.498452754860333,17.8,-0.0937768291333354,2.681547245139667,-1.0,-1.0,-0.0937768291333354
2021-07-12,16.17,12.75826316710092,17.37,-0.024453877045025774,3.4117368328990825,-1.0,-1.0,-0.024453877045025774
2021-07-13,17.12,13.298234970434585,17.73,0.02051353983310289,3.821765029565416,-1.0,-1.0,0.02051353983310289
2021-07-14,16.33,9.949950833388026,17.05,-0.039107916356591055,6.380049166611972,-1.0,-1.0,-0.039107916356591055
2021-07-15,17.01,6.619041188309163,17.51,0.026621942568235024,10.390958811690838,-1.0,-1.0,0.026621942568235024
2021-07-16,18.45,7.32371621867091,18.62,0.06146412555116054,11.12628378132909,-1.0,-1.0,0.06146412555116054
2021-07-19,22.5,7.8724255400542456,22.74,0.1998892164734687,14.627574459945755,-1.0,-1.0,0.1998892164734687
2021-07-20,19.73,15.423973927558562,19.96,-0.13039521743907212,4.306026072441439,-1.0,-1.0,-0.13039521743907212
2021-07-21,17.91,16.129237967648038,20.11,0.007486932901243026,1.7807620323519622,-1.0,-1.0,0.007486932901243026
2021-07-22,17.69,15.16482914040083,20.57,0.022616499880304897,2.5251708595991715,-1.0,-1.0,0.022616499880304897
2021-07-23,17.2,14.750573924891123,20.37,-0.009770473426151227,2.4494260751088763,-1.0,-1.0,-0.009770473426151227
2021-07-26,17.58,4.449083536135575,20.15,-0.010858941846022763,13.130916463864423,-1.0,-1.0,-0.010858941846022763
2021-07-27,19.36,6.506432309220989,20.71,0.027412387014801087,12.85356769077901,-1.0,-1.0,0.027412387014801087
2021-07-28,18.31,6.363885367569385,20.11,-0.029399471622931994,11.946114632430614,-1.0,-1.0,-0.029399471622931994
2021-07-29,17.7,4.005387160158032,19.71,-0.020091082619932088,13.694612839841966,-1.0,-1.0,-0.020091082619932088
2021-07-30,18.24,4.308223920966433,20.27,0.028015839299279754,13.931776079033565,-1.0,-1.0,0.028015839299279754
2021-08-02,19.46,4.744982420341729,21.15,0.042497945028378226,14.715017579658273,-1.0,-1.0,0.042497945028378226
2021-08-03,18.04,6.093040034543786,19.85,-0.06343589835908725,11.946959965456212,-1.0,-1.0,-0.06343589835908725
2021-08-04,17.97,6.289057769655485,19.85,0.0,11.680942230344513,-1.0,-1.0,0.0
2021-08-05,17.28,6.878331084757515,19.31,-0.02758091069277624,10.401668915242485,-1.0,-1.0,-0.02758091069277624
2021-08-06,16.15,6.932164805309961,18.7,-0.032099572579882274,9.217835194690037,-1.0,-1.0,-0.032099572579882274
2021-08-09,16.72,5.545527042649528,18.42,-0.015086493033380055,11.17447295735047,-1.0,-1.0,-0.015086493033380055
2021-08-10,16.79,4.810752896502691,17.98,-0.024177001783686425,11.979247103497308,-1.0,-1.0,-0.024177001783686425
2021-08-11,16.06,4.217726740277021,17.44,-0.03049361056264077,11.842273259722978,-1.0,-1.0,-0.03049361056264077
2021-08-12,15.59,4.213281251320129,17.0,-0.025553074424617517,11.37671874867987,-1.0,-1.0,-0.025553074424617517
2021-08-13,15.45,1.5086971724416578,16.63,-0.022005050851380048,13.941302827558342,-1.0,-1.0,-0.022005050851380048
2021-08-16,16.12,2.3490863611570174,16.5,-0.007847912298301285,13.770913638842984,-1.0,-1.0,-0.007847912298301285
2021-08-17,17.91,7.555722110776595,17.58,0.06340151135049599,10.354277889223404,-1.0,-1.0,0.06340151135049599
2021-08-18,21.57,9.244806523002033,21.71,0.21101109163316956,12.325193476997967,-1.0,-1.0,0.21101109163316956
2021-08-19,21.67,8.983230790276064,22.35,0.029053337169377524,12.686769209723938,-1.0,-1.0,0.029053337169377524
2021-08-20,18.56,12.848986366731896,20.53,-0.08493909002873545,5.711013633268102,-1.0,-1.0,-0.08493909002873545
2021-08-23,17.15,12.735082433878302,19.85,-0.033683223897643,4.414917566121696,-1.0,-1.0,-0.033683223897643
2021-08-24,17.22,8.269323311890961,19.73,-0.006063687098675441,8.950676688109038,-1.0,-1.0,-0.006063687098675441
2021-08-25,16.79,7.901791412647946,19.23,-0.02566876043383548,8.888208587352054,-1.0,-1.0,-0.02566876043383548
2021-08-26,18.84,8.99348728264813,20.12,0.04524278563085016,9.84651271735187,-1.0,-1.0,0.04524278563085016
2021-08-27,16.39,10.538558085033554,18.95,-0.05991041370310324,5.851441914966447,-1.0,-1.0,-0.05991041370310324
2021-08-30,16.19,8.693556897977794,18.75,-0.010610179112015672,7.496443102022207,-1.0,-1.0,-0.010610179112015672
2021-08-31,16.48,8.77131342428085,18.62,-0.006957480567498564,7.708686575719151,-1.0,-1.0,-0.006957480567498564
2021-09-01,16.11,6.581517498536714,18.08,-0.02942991688489105,9.528482501463285,-1.0,-1.0,-0.02942991688489105
2021-09-02,16.41,3.0569965666879813,17.96,-0.006659292089976621,13.353003433312018,-1.0,-1.0,-0.006659292089976621
2021-09-03,16.41,3.2197311464846714,18.35,0.021482511626525813,13.19026885351533,-1.0,-1.0,0.021482511626525813
2021-09-07,18.14,5.1521895716822455,18.83,0.025821768168481807,12.987810428317754,-1.0,-1.0,0.025821768168481807
2021-09-08,17.96,4.460406746408376,18.77,-0.003191492070643509,13.499593253591625,-1.0,-1.0,-0.003191492070643509
2021-09-09,18.8,4.634935641156426,19.37,0.031465626820486925,14.165064358843575,-1.0,-1.0,0.031465626820486925
2021-09-10,20.95,5.682937126542187,20.62,0.0625360011699092,15.267062873457812,-1.0,-1.0,0.0625360011699092
2021-09-13,19.37,5.911497155489065,19.3,-0.06615638267797408,13.458502844510935,-1.0,-1.0,-0.06615638267797408
2021-09-14,19.46,6.489683608789311,19.72,0.0215282532636496,12.970316391210691,-1.0,-1.0,0.0215282532636496
2021-09-15,18.18,9.496512306608523,20.84,0.055240867710677044,8.683487693391477,-1.0,-1.0,0.055240867710677044
2021-09-16,18.69,8.409649792302545,20.56,-0.01352677629820187,10.280350207697456,-1.0,-1.0,-0.01352677629820187
2021-09-17,20.81,8.056154010581379,21.94,0.06496401426011955,12.75384598941862,-1.0,-1.0,0.06496401426011955
2021-09-20,25.71,13.59362266117354,24.46,0.10872767541194239,12.11637733882646,-1.0,-1.0,0.10872767541194239
2021-09-21,24.36,8.607853087414208,23.43,-0.04302187773932209,15.752146912585792,-1.0,-1.0,-0.04302187773932209
2021-09-22,20.87,17.375651632823867,22.1,-0.058439643995997326,3.4943483671761335,-1.0,-1.0,-0.058439643995997326
2021-09-23,18.63,20.30493616146389,20.6,-0.07028653272817165,-1.67493616146389,0.0,-1.0,-0.07028653272817165
2021-09-24,17.75,18.199952476699018,19.82,-0.03859954689369349,-0.4499524766990177,0.0,0.0,0.0
2021-09-27,18.76,12.374710713465973,20.11,0.014525674882718942,6.385289286534029,-1.0,0.0,-0.0
2021-09-28,23.25,16.326287829423567,22.52,0.11318659948692877,6.923712170576433,-1.0,-1.0,0.11318659948692877
2021-09-29,22.56,12.622245112095849,22.99,0.020655535503600664,9.93775488790415,-1.0,-1.0,0.020655535503600664
2021-09-30,23.14,13.32849106118518,22.87,-0.005233330740400444,9.811508938814821,-1.0,-1.0,-0.005233330740400444
2021-10-01,21.15,17.56720845148641,21.99,-0.03923820346801987,3.582791548513587,-1.0,-1.0,-0.03923820346801987
2021-10-04,22.96,17.221605704190527,22.68,0.030895674292881203,5.738394295809474,-1.0,-1.0,0.030895674292881203
2021-10-05,21.3,18.81405843221171,21.75,-0.04186972132485822,2.4859415677882915,-1.0,-1.0,-0.04186972132485822
2021-10-06,21.0,16.581717756222304,21.22,-0.024669624348856,4.418282243777696,-1.0,-1.0,-0.024669624348856
2021-10-07,19.54,15.927983593268022,20.1,-0.054224318120806636,3.6120164067319767,-1.0,-1.0,-0.054224318120806636
2021-10-08,18.77,16.656519259842188,19.72,-0.01908646589054097,2.1134807401578115,-1.0,-1.0,-0.01908646589054097
2021-10-11,20.0,10.762657160691285,20.15,0.021570939218202412,9.237342839308715,-1.0,-1.0,0.021570939218202412
2021-10-12,19.85,8.741124409159774,19.72,-0.021570939218202412,11.108875590840228,-1.0,-1.0,-0.021570939218202412
2021-10-13,18.64,8.78911607872445,19.15,-0.029330633547834495,9.85088392127555,-1.0,-1.0,-0.029330633547834495
2021-10-14,16.86,15.223890083165777,17.6,-0.08440381358254845,1.6361099168342221,-1.0,-1.0,-0.08440381358254845
2021-10-15,16.3,13.708545395702629,17.17,-0.024735227134722315,2.591454604297372,-1.0,-1.0,-0.024735227134722315
2021-10-18,16.31,11.13219630007437,16.62,-0.03255688548208191,5.177803699925629,-1.0,-1.0,-0.03255688548208191
2021-10-19,15.7,11.172378038959629,15.96,-0.04052119740563942,4.527621961040371,-1.0,-1.0,-0.04052119740563942
2021-10-20,15.49,7.277020527657154,19.32,0.1910552367627094,8.212979472342846,-1.0,-1.0,0.1910552367627094
2021-10-21,15.01,6.916357851080244,18.7,-0.03261730492383119,8.093642148919756,-1.0,-1.0,-0.03261730492383119
2021-10-22,15.43,5.639578706164411,19.1,0.021164811192043498,9.790421293835589,-1.0,-1.0,0.021164811192043498
2021-10-25,15.24,6.207266012421038,18.55,-0.02921854599914031,9.032733987578961,-1.0,-1.0,-0.02921854599914031
2021-10-26,15.98,6.266726695613209,18.92,0.01974977457028837,9.713273304386792,-1.0,-1.0,0.01974977457028837
2021-10-27,16.98,7.434210903627686,19.35,0.022472855852058604,9.545789096372314,-1.0,-1.0,0.022472855852058604
2021-10-28,16.53,7.715283596159766,18.65,-0.036846273385966466,8.814716403840235,-1.0,-1.0,-0.036846273385966466
2021-10-29,16.26,7.69077388910744,18.78,0.006946327690292353,8.569226110892561,-1.0,-1.0,0.006946327690292353
2021-11-01,16.41,6.348452367840518,18.4,-0.020441809165177016,10.061547632159481,-1.0,-1.0,-0.020441809165177016
2021-11-02,16.03,4.637026696616274,17.85,-0.03034715638929164,11.392973303383727,-1.0,-1.0,-0.03034715638929164
2021-11-03,15.1,6.231239262231482,17.11,-0.04234042032154628,8.868760737768518,-1.0,-1.0,-0.04234042032154628
2021-11-04,15.44,5.882905859657168,17.4,0.016807118316381153,9.557094140342832,-1.0,-1.0,0.016807118316381153
2021-11-05,16.48,5.853762679041961,18.44,0.05805201190796483,10.62623732095804,-1.0,-1.0,0.05805201190796483
2021-11-08,17.22,5.574792621110254,18.49,0.0027078272705853834,11.645207378889744,-1.0,-1.0,0.0027078272705853834
2021-11-09,17.78,4.2992936941255335,18.9,0.021931876666563266,13.480706305874467,-1.0,-1.0,0.021931876666563266
2021-11-10,18.73,5.468664209965217,19.53,0.03278982282299081,13.261335790034783,-1.0,-1.0,0.03278982282299081
